customer_id,country,total_orders,total_revenue,first_order_date_only,last_order_date_only,customer_lifespan_days,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_avg_score,segment
13684,UNITED KINGDOM,1,67.23,2011-02-27,2011-02-27,0,286,1,67.23,1,1,1,111,1.0,Lost
14393,UNITED KINGDOM,1,67.95,2011-05-05,2011-05-05,0,219,1,67.95,1,1,1,111,1.0,Lost
13185,UNITED KINGDOM,1,71.4,2011-03-17,2011-03-17,0,268,1,71.4,1,1,1,111,1.0,Lost
13686,UNITED KINGDOM,1,72.0,2011-06-10,2011-06-10,0,183,1,72.0,1,1,1,111,1.0,Lost
17906,UNITED KINGDOM,1,72.9,2011-04-06,2011-04-06,0,248,1,72.9,1,1,1,111,1.0,Lost
18032,UNITED KINGDOM,1,73.5,2011-01-09,2011-01-09,0,335,1,73.5,1,1,1,111,1.0,Lost
18050,UNITED KINGDOM,1,74.4,2010-12-15,2010-12-15,0,360,1,74.4,1,1,1,111,1.0,Lost
16610,UNITED KINGDOM,1,75.66,2011-05-04,2011-05-04,0,220,1,75.66,1,1,1,111,1.0,Lost
17995,UNITED KINGDOM,1,76.1,2011-03-03,2011-03-03,0,282,1,76.1,1,1,1,111,1.0,Lost
15668,UNITED KINGDOM,1,76.32,2011-05-06,2011-05-06,0,218,1,76.32,1,1,1,111,1.0,Lost
18113,UNITED KINGDOM,1,76.32,2010-12-06,2010-12-06,0,369,1,76.32,1,1,1,111,1.0,Lost
14090,UNITED KINGDOM,1,76.32,2011-01-19,2011-01-19,0,325,1,76.32,1,1,1,111,1.0,Lost
16148,UNITED KINGDOM,1,76.32,2011-02-16,2011-02-16,0,297,1,76.32,1,1,1,111,1.0,Lost
14373,UNITED KINGDOM,1,76.55,2010-12-16,2010-12-16,0,359,1,76.55,1,1,1,111,1.0,Lost
13132,UNITED KINGDOM,1,77.3,2011-03-23,2011-03-23,0,262,1,77.3,1,1,1,111,1.0,Lost
16078,UNITED KINGDOM,1,79.2,2011-03-01,2011-03-01,0,284,1,79.2,1,1,1,111,1.0,Lost
15753,UNITED KINGDOM,1,79.2,2011-02-08,2011-02-08,0,305,1,79.2,1,1,1,111,1.0,Lost
13747,UNITED KINGDOM,1,79.6,2010-12-01,2010-12-01,0,374,1,79.6,1,1,1,111,1.0,Lost
17752,UNITED KINGDOM,1,80.64,2010-12-15,2010-12-15,0,360,1,80.64,1,1,1,111,1.0,Lost
18281,UNITED KINGDOM,1,80.82,2011-06-12,2011-06-12,0,181,1,80.82,1,1,1,111,1.0,Lost
13841,UNITED KINGDOM,1,85.0,2011-04-01,2011-04-01,0,253,1,85.0,1,1,1,111,1.0,Lost
15729,UNITED KINGDOM,1,85.0,2011-05-11,2011-05-11,0,213,1,85.0,1,1,1,111,1.0,Lost
15180,UNITED KINGDOM,1,87.5,2010-12-07,2010-12-07,0,368,1,87.5,1,1,1,111,1.0,Lost
15083,UNITED KINGDOM,1,88.2,2011-03-28,2011-03-28,0,257,1,88.2,1,1,1,111,1.0,Lost
14760,UNITED KINGDOM,1,89.2,2011-02-15,2011-02-15,0,298,1,89.2,1,1,1,111,1.0,Lost
15552,UNITED KINGDOM,1,90.12,2011-05-06,2011-05-06,0,218,1,90.12,1,1,1,111,1.0,Lost
14353,UNITED KINGDOM,1,90.6,2011-05-08,2011-05-08,0,216,1,90.6,1,1,1,111,1.0,Lost
13551,UNITED KINGDOM,1,91.8,2011-01-24,2011-01-24,0,320,1,91.8,1,1,1,111,1.0,Lost
12821,UNITED KINGDOM,1,92.72,2011-05-09,2011-05-09,0,215,1,92.72,1,1,1,111,1.0,Lost
18227,UNITED KINGDOM,1,93.75,2011-05-06,2011-05-06,0,218,1,93.75,1,1,1,111,1.0,Lost
15397,UNITED KINGDOM,1,94.0,2011-02-23,2011-02-23,0,290,1,94.0,1,1,1,111,1.0,Lost
16387,UNITED KINGDOM,1,94.36,2011-01-21,2011-01-21,0,323,1,94.36,1,1,1,111,1.0,Lost
17325,UNITED KINGDOM,1,96.8,2011-03-04,2011-03-04,0,281,1,96.8,1,1,1,111,1.0,Lost
13703,UNITED KINGDOM,1,99.5,2011-01-25,2011-01-25,0,319,1,99.5,1,1,1,111,1.0,Lost
14371,UNITED KINGDOM,1,100.5,2011-02-17,2011-02-17,0,296,1,100.5,1,1,1,111,1.0,Lost
13101,UNITED KINGDOM,1,101.19,2011-04-19,2011-04-19,0,235,1,101.19,1,1,1,111,1.0,Lost
18086,UNITED KINGDOM,1,101.34,2011-03-10,2011-03-10,0,275,1,101.34,1,1,1,111,1.0,Lost
16006,UNITED KINGDOM,1,101.4,2011-05-12,2011-05-12,0,212,1,101.4,1,1,1,111,1.0,Lost
17643,UNITED KINGDOM,1,101.55,2010-12-01,2010-12-01,0,374,1,101.55,1,1,1,111,1.0,Lost
18068,UNITED KINGDOM,1,101.7,2011-02-23,2011-02-23,0,290,1,101.7,1,1,1,111,1.0,Lost
15212,UNITED KINGDOM,1,101.8,2011-04-12,2011-04-12,0,242,1,101.8,1,1,1,111,1.0,Lost
13948,UNITED KINGDOM,1,102.0,2010-12-14,2010-12-14,0,361,1,102.0,1,1,1,111,1.0,Lost
14981,UNITED KINGDOM,1,102.12,2011-04-07,2011-04-07,0,247,1,102.12,1,1,1,111,1.0,Lost
18011,UNITED KINGDOM,1,102.79,2010-12-01,2010-12-01,0,374,1,102.79,1,1,1,111,1.0,Lost
14542,UNITED KINGDOM,1,103.25,2011-06-07,2011-06-07,0,186,1,103.25,1,1,1,111,1.0,Lost
17548,UNITED KINGDOM,1,103.3,2011-04-20,2011-04-20,0,234,1,103.3,1,1,1,111,1.0,Lost
15607,UNITED KINGDOM,1,104.76,2011-01-07,2011-01-07,0,337,1,104.76,1,1,1,111,1.0,Lost
15775,UNITED KINGDOM,1,104.9,2011-04-08,2011-04-08,0,246,1,104.9,1,1,1,111,1.0,Lost
16581,UNITED KINGDOM,1,105.84,2011-06-10,2011-06-10,0,183,1,105.84,1,1,1,111,1.0,Lost
15070,UNITED KINGDOM,1,106.2,2010-12-02,2010-12-02,0,373,1,106.2,1,1,1,111,1.0,Lost
16757,UNITED KINGDOM,1,106.83,2011-01-25,2011-01-25,0,319,1,106.83,1,1,1,111,1.0,Lost
15395,UNITED KINGDOM,1,107.45,2011-01-18,2011-01-18,0,326,1,107.45,1,1,1,111,1.0,Lost
15935,UNITED KINGDOM,1,108.04,2011-04-14,2011-04-14,0,240,1,108.04,1,1,1,111,1.0,Lost
12956,UNITED KINGDOM,1,108.07,2011-02-06,2011-02-06,0,307,1,108.07,1,1,1,111,1.0,Lost
13226,UNITED KINGDOM,1,108.21,2011-03-11,2011-03-11,0,274,1,108.21,1,1,1,111,1.0,Lost
17639,UNITED KINGDOM,1,108.5,2011-03-08,2011-03-08,0,277,1,108.5,1,1,1,111,1.0,Lost
14699,UNITED KINGDOM,1,109.13,2011-05-09,2011-05-09,0,215,1,109.13,1,1,1,111,1.0,Lost
16339,UNITED KINGDOM,1,109.95,2011-02-28,2011-02-28,0,285,1,109.95,1,1,1,111,1.0,Lost
17746,UNITED KINGDOM,1,110.25,2011-04-13,2011-04-13,0,241,1,110.25,1,1,1,111,1.0,Lost
16963,UNITED KINGDOM,1,110.55,2011-06-05,2011-06-05,0,188,1,110.55,1,1,1,111,1.0,Lost
13144,UNITED KINGDOM,1,110.95,2011-01-11,2011-01-11,0,333,1,110.95,1,1,1,111,1.0,Lost
13508,UNITED KINGDOM,1,110.97,2011-04-10,2011-04-10,0,244,1,110.97,1,1,1,111,1.0,Lost
18120,UNITED KINGDOM,1,111.15,2011-05-09,2011-05-09,0,215,1,111.15,1,1,1,111,1.0,Lost
17893,UNITED KINGDOM,1,112.25,2011-04-28,2011-04-28,0,226,1,112.25,1,1,1,111,1.0,Lost
14271,UNITED KINGDOM,1,112.32,2011-04-28,2011-04-28,0,226,1,112.32,1,1,1,111,1.0,Lost
18129,UNITED KINGDOM,1,112.55,2011-04-10,2011-04-10,0,244,1,112.55,1,1,1,111,1.0,Lost
13807,UNITED KINGDOM,1,112.6,2010-12-07,2010-12-07,0,368,1,112.6,1,1,1,111,1.0,Lost
13161,UNITED KINGDOM,1,112.75,2011-01-30,2011-01-30,0,314,1,112.75,1,1,1,111,1.0,Lost
16697,UNITED KINGDOM,1,112.75,2011-04-12,2011-04-12,0,242,1,112.75,1,1,1,111,1.0,Lost
14689,UNITED KINGDOM,1,112.8,2011-05-15,2011-05-15,0,209,1,112.8,1,1,1,111,1.0,Lost
16913,UNITED KINGDOM,1,113.44,2011-02-22,2011-02-22,0,291,1,113.44,1,1,1,111,1.0,Lost
17217,UNITED KINGDOM,1,113.5,2011-04-19,2011-04-19,0,235,1,113.5,1,1,1,111,1.0,Lost
15445,UNITED KINGDOM,1,113.5,2011-03-20,2011-03-20,0,265,1,113.5,1,1,1,111,1.0,Lost
14457,UNITED KINGDOM,1,113.64,2011-02-02,2011-02-02,0,311,1,113.64,1,1,1,111,1.0,Lost
14632,UNITED KINGDOM,1,114.56,2011-03-22,2011-03-22,0,263,1,114.56,1,1,1,111,1.0,Lost
15350,UNITED KINGDOM,1,115.65,2010-12-01,2010-12-01,0,374,1,115.65,1,1,1,111,1.0,Lost
17601,UNITED KINGDOM,1,116.01,2011-04-14,2011-04-14,0,240,1,116.01,1,1,1,111,1.0,Lost
17117,UNITED KINGDOM,1,116.2,2011-02-24,2011-02-24,0,289,1,116.2,1,1,1,111,1.0,Lost
17654,UNITED KINGDOM,1,117.55,2011-03-07,2011-03-07,0,278,1,117.55,1,1,1,111,1.0,Lost
12929,UNITED KINGDOM,1,117.85,2011-02-01,2011-02-01,0,312,1,117.85,1,1,1,111,1.0,Lost
13581,UNITED KINGDOM,1,118.0,2011-02-03,2011-02-03,0,310,1,118.0,1,1,1,111,1.0,Lost
14155,UNITED KINGDOM,1,118.75,2011-03-18,2011-03-18,0,267,1,118.75,1,1,1,111,1.0,Lost
15843,UNITED KINGDOM,1,118.95,2011-02-09,2011-02-09,0,304,1,118.95,1,1,1,111,1.0,Lost
15266,UNITED KINGDOM,1,119.3,2011-01-05,2011-01-05,0,339,1,119.3,1,1,1,111,1.0,Lost
14453,UNITED KINGDOM,1,119.93,2011-06-02,2011-06-02,0,191,1,119.93,1,1,1,111,1.0,Lost
13002,UNITED KINGDOM,1,120.95,2011-01-25,2011-01-25,0,319,1,120.95,1,1,1,111,1.0,Lost
15049,UNITED KINGDOM,1,121.17,2011-03-11,2011-03-11,0,274,1,121.17,1,1,1,111,1.0,Lost
16073,UNITED KINGDOM,1,122.4,2011-02-15,2011-02-15,0,298,1,122.4,1,1,1,111,1.0,Lost
14165,UNITED KINGDOM,1,122.54,2011-03-09,2011-03-09,0,276,1,122.54,1,1,1,111,1.0,Lost
14413,UNITED KINGDOM,1,122.7,2010-12-12,2010-12-12,0,363,1,122.7,1,1,1,111,1.0,Lost
17967,UNITED KINGDOM,1,123.07,2010-12-03,2010-12-03,0,372,1,123.07,1,1,1,111,1.0,Lost
15917,UNITED KINGDOM,1,123.1,2011-04-06,2011-04-06,0,248,1,123.1,1,1,1,111,1.0,Lost
16658,UNITED KINGDOM,1,123.24,2010-12-06,2010-12-06,0,369,1,123.24,1,1,1,111,1.0,Lost
16849,UNITED KINGDOM,1,124.57,2011-06-06,2011-06-06,0,187,1,124.57,1,1,1,111,1.0,Lost
14890,UNITED KINGDOM,1,125.65,2011-03-31,2011-03-31,0,254,1,125.65,1,1,1,111,1.0,Lost
14962,UNITED KINGDOM,1,126.7,2011-03-14,2011-03-14,0,271,1,126.7,1,1,1,111,1.0,Lost
15923,UNITED KINGDOM,1,127.08,2010-12-02,2010-12-02,0,373,1,127.08,1,1,1,111,1.0,Lost
13781,UNITED KINGDOM,1,127.84,2011-04-03,2011-04-03,0,251,1,127.84,1,1,1,111,1.0,Lost
15543,UNITED KINGDOM,1,127.86,2011-02-24,2011-02-24,0,289,1,127.86,1,1,1,111,1.0,Lost
16623,UNITED KINGDOM,1,129.45,2011-04-08,2011-04-08,0,246,1,129.45,1,1,1,111,1.0,Lost
16611,UNITED KINGDOM,1,129.49,2011-06-06,2011-06-06,0,187,1,129.49,1,1,1,111,1.0,Lost
16679,UNITED KINGDOM,1,129.75,2010-12-08,2010-12-08,0,367,1,129.75,1,1,1,111,1.0,Lost
17455,UNITED KINGDOM,1,131.7,2011-05-20,2011-05-20,0,204,1,131.7,1,1,1,111,1.0,Lost
14438,UNITED KINGDOM,1,131.9,2011-02-06,2011-02-06,0,307,1,131.9,1,1,1,111,1.0,Lost
15709,UNITED KINGDOM,1,133.25,2011-03-01,2011-03-01,0,284,1,133.25,1,1,1,111,1.0,Lost
17881,UNITED KINGDOM,1,133.35,2011-02-08,2011-02-08,0,305,1,133.35,1,1,1,111,1.0,Lost
16424,UNITED KINGDOM,1,133.56,2011-06-01,2011-06-01,0,192,1,133.56,1,1,1,111,1.0,Lost
14280,UNITED KINGDOM,1,134.04,2011-05-27,2011-05-27,0,197,1,134.04,1,1,1,111,1.0,Lost
15562,UNITED KINGDOM,1,134.55,2010-12-23,2010-12-23,0,352,1,134.55,1,1,1,111,1.0,Lost
14340,UNITED KINGDOM,1,134.7,2011-05-05,2011-05-05,0,219,1,134.7,1,1,1,111,1.0,Lost
16055,UNITED KINGDOM,1,134.8,2011-05-03,2011-05-03,0,221,1,134.8,1,1,1,111,1.0,Lost
16665,UNITED KINGDOM,1,135.4,2010-12-12,2010-12-12,0,363,1,135.4,1,1,1,111,1.0,Lost
15174,UNITED KINGDOM,1,135.75,2011-01-21,2011-01-21,0,323,1,135.75,1,1,1,111,1.0,Lost
14889,UNITED KINGDOM,1,135.9,2011-01-07,2011-01-07,0,337,1,135.9,1,1,1,111,1.0,Lost
15042,UNITED KINGDOM,1,135.93,2011-05-24,2011-05-24,0,200,1,135.93,1,1,1,111,1.0,Lost
17972,UNITED KINGDOM,1,136.04,2011-04-12,2011-04-12,0,242,1,136.04,1,1,1,111,1.0,Lost
14247,UNITED KINGDOM,1,136.77,2011-03-06,2011-03-06,0,279,1,136.77,1,1,1,111,1.0,Lost
15691,UNITED KINGDOM,1,136.8,2011-04-01,2011-04-01,0,253,1,136.8,1,1,1,111,1.0,Lost
14483,UNITED KINGDOM,1,137.1,2011-03-03,2011-03-03,0,282,1,137.1,1,1,1,111,1.0,Lost
13716,UNITED KINGDOM,1,138.28,2011-03-15,2011-03-15,0,270,1,138.28,1,1,1,111,1.0,Lost
12902,UNITED KINGDOM,1,138.68,2011-03-20,2011-03-20,0,265,1,138.68,1,1,1,111,1.0,Lost
15135,UNITED KINGDOM,1,139.05,2011-04-14,2011-04-14,0,240,1,139.05,1,1,1,111,1.0,Lost
16483,UNITED KINGDOM,1,139.35,2011-05-31,2011-05-31,0,193,1,139.35,1,1,1,111,1.0,Lost
17718,UNITED KINGDOM,1,139.35,2011-04-21,2011-04-21,0,233,1,139.35,1,1,1,111,1.0,Lost
14041,UNITED KINGDOM,1,141.41,2011-03-18,2011-03-18,0,267,1,141.41,1,1,1,111,1.0,Lost
13561,UNITED KINGDOM,1,141.86,2011-05-08,2011-05-08,0,216,1,141.86,1,1,1,111,1.0,Lost
13584,UNITED KINGDOM,1,142.4,2011-02-06,2011-02-06,0,307,1,142.4,1,1,1,111,1.0,Lost
14386,UNITED KINGDOM,1,142.4,2011-02-16,2011-02-16,0,297,1,142.4,1,1,1,111,1.0,Lost
13299,UNITED KINGDOM,1,142.5,2011-03-16,2011-03-16,0,269,1,142.5,1,1,1,111,1.0,Lost
15705,UNITED KINGDOM,1,143.1,2011-05-22,2011-05-22,0,202,1,143.1,1,1,1,111,1.0,Lost
17578,UNITED KINGDOM,1,143.46,2011-05-05,2011-05-05,0,219,1,143.46,1,1,1,111,1.0,Lost
12974,UNITED KINGDOM,1,144.8,2011-05-26,2011-05-26,0,198,1,144.8,1,1,1,111,1.0,Lost
17524,UNITED KINGDOM,1,145.0,2010-12-13,2010-12-13,0,362,1,145.0,1,1,1,111,1.0,Lost
16598,UNITED KINGDOM,1,145.05,2011-02-27,2011-02-27,0,286,1,145.05,1,1,1,111,1.0,Lost
16893,UNITED KINGDOM,1,145.93,2010-12-08,2010-12-08,0,367,1,145.93,1,1,1,111,1.0,Lost
14238,UNITED KINGDOM,1,146.85,2011-01-17,2011-01-17,0,327,1,146.85,1,1,1,111,1.0,Lost
15503,UNITED KINGDOM,1,147.09,2010-12-12,2010-12-12,0,363,1,147.09,1,1,1,111,1.0,Lost
17859,UNITED KINGDOM,1,148.21,2011-02-08,2011-02-08,0,305,1,148.21,1,1,1,111,1.0,Lost
17234,UNITED KINGDOM,1,149.89,2011-06-10,2011-06-10,0,183,1,149.89,1,1,1,111,1.0,Lost
15717,UNITED KINGDOM,1,150.3,2011-04-19,2011-04-19,0,235,1,150.3,1,1,1,111,1.0,Lost
13462,UNITED KINGDOM,1,151.5,2011-04-01,2011-04-01,0,253,1,151.5,1,1,1,111,1.0,Lost
14046,UNITED KINGDOM,1,151.59,2011-02-28,2011-02-28,0,285,1,151.59,1,1,1,111,1.0,Lost
16617,UNITED KINGDOM,1,151.85,2011-04-18,2011-04-18,0,236,1,151.85,1,1,1,111,1.0,Lost
14066,UNITED KINGDOM,1,152.55,2011-03-18,2011-03-18,0,267,1,152.55,1,1,1,111,1.0,Lost
18138,UNITED KINGDOM,1,152.65,2011-02-17,2011-02-17,0,296,1,152.65,1,1,1,111,1.0,Lost
17714,UNITED KINGDOM,1,153.0,2011-01-23,2011-01-23,0,321,1,153.0,1,1,1,111,1.0,Lost
16351,UNITED KINGDOM,1,153.9,2011-01-11,2011-01-11,0,333,1,153.9,1,1,1,111,1.0,Lost
17517,UNITED KINGDOM,1,153.94,2011-02-04,2011-02-04,0,309,1,153.94,1,1,1,111,1.0,Lost
15226,UNITED KINGDOM,1,154.41,2011-02-02,2011-02-02,0,311,1,154.41,1,1,1,111,1.0,Lost
17698,UNITED KINGDOM,1,154.95,2011-03-24,2011-03-24,0,261,1,154.95,1,1,1,111,1.0,Lost
14368,UNITED KINGDOM,1,155.0,2011-01-24,2011-01-24,0,320,1,155.0,1,1,1,111,1.0,Lost
15447,UNITED KINGDOM,1,155.17,2011-01-13,2011-01-13,0,331,1,155.17,1,1,1,111,1.0,Lost
17871,UNITED KINGDOM,1,155.9,2011-05-19,2011-05-19,0,205,1,155.9,1,1,1,111,1.0,Lost
13898,UNITED KINGDOM,1,155.93,2011-01-18,2011-01-18,0,326,1,155.93,1,1,1,111,1.0,Lost
17118,UNITED KINGDOM,1,157.02,2011-01-26,2011-01-26,0,318,1,157.02,1,1,1,111,1.0,Lost
17128,UNITED KINGDOM,1,157.09,2011-01-09,2011-01-09,0,335,1,157.09,1,1,1,111,1.0,Lost
14148,UNITED KINGDOM,1,157.2,2011-04-20,2011-04-20,0,234,1,157.2,1,1,1,111,1.0,Lost
17556,UNITED KINGDOM,1,157.9,2011-05-18,2011-05-18,0,206,1,157.9,1,1,1,111,1.0,Lost
15160,UNITED KINGDOM,1,158.16,2010-12-17,2010-12-17,0,358,1,158.16,1,1,1,111,1.0,Lost
17165,UNITED KINGDOM,1,158.68,2011-02-28,2011-02-28,0,285,1,158.68,1,1,1,111,1.0,Lost
18224,UNITED KINGDOM,1,158.95,2011-03-21,2011-03-21,0,264,1,158.95,1,1,1,111,1.0,Lost
13229,UNITED KINGDOM,1,160.95,2011-04-28,2011-04-28,0,226,1,160.95,1,1,1,111,1.0,Lost
14237,UNITED KINGDOM,1,161.0,2010-12-01,2010-12-01,0,374,1,161.0,1,1,1,111,1.0,Lost
16113,UNITED KINGDOM,1,161.38,2011-06-09,2011-06-09,0,184,1,161.38,1,1,1,111,1.0,Lost
15733,UNITED KINGDOM,1,162.3,2011-03-02,2011-03-02,0,283,1,162.3,1,1,1,111,1.0,Lost
16517,UNITED KINGDOM,1,162.7,2011-03-07,2011-03-07,0,278,1,162.7,1,1,1,111,1.0,Lost
15167,UNITED KINGDOM,1,163.0,2011-01-23,2011-01-23,0,321,1,163.0,1,1,1,111,1.0,Lost
17535,UNITED KINGDOM,1,164.4,2011-03-04,2011-03-04,0,281,1,164.4,1,1,1,111,1.0,Lost
15316,UNITED KINGDOM,1,165.0,2011-01-17,2011-01-17,0,327,1,165.0,1,1,1,111,1.0,Lost
16282,UNITED KINGDOM,1,168.3,2011-01-04,2011-01-04,0,340,1,168.3,1,1,1,111,1.0,Lost
17367,UNITED KINGDOM,1,168.4,2011-04-15,2011-04-15,0,239,1,168.4,1,1,1,111,1.0,Lost
18269,UNITED KINGDOM,1,168.6,2010-12-08,2010-12-08,0,367,1,168.6,1,1,1,111,1.0,Lost
18004,UNITED KINGDOM,1,169.47,2010-12-12,2010-12-12,0,363,1,169.47,1,1,1,111,1.0,Lost
17542,UNITED KINGDOM,1,170.75,2011-03-15,2011-03-15,0,270,1,170.75,1,1,1,111,1.0,Lost
17245,UNITED KINGDOM,1,171.45,2011-05-19,2011-05-19,0,205,1,171.45,1,1,1,111,1.0,Lost
14536,UNITED KINGDOM,1,171.8,2011-03-25,2011-03-25,0,260,1,171.8,1,1,1,111,1.0,Lost
13922,UNITED KINGDOM,1,172.25,2010-12-23,2010-12-23,0,352,1,172.25,1,1,1,111,1.0,Lost
14693,UNITED KINGDOM,1,172.9,2011-03-20,2011-03-20,0,265,1,172.9,1,1,1,111,1.0,Lost
15670,UNITED KINGDOM,1,173.05,2011-02-16,2011-02-16,0,297,1,173.05,1,1,1,111,1.0,Lost
16565,UNITED KINGDOM,1,173.7,2010-12-10,2010-12-10,0,365,1,173.7,1,1,1,111,1.0,Lost
14355,UNITED KINGDOM,1,174.4,2010-12-09,2010-12-09,0,366,1,174.4,1,1,1,111,1.0,Lost
18010,UNITED KINGDOM,1,174.8,2011-03-28,2011-03-28,0,257,1,174.8,1,1,1,111,1.0,Lost
16144,UNITED KINGDOM,1,175.2,2011-04-07,2011-04-07,0,247,1,175.2,1,1,1,111,1.0,Lost
17582,UNITED KINGDOM,1,175.27,2011-04-17,2011-04-17,0,237,1,175.27,1,1,1,111,1.0,Lost
13072,UNITED KINGDOM,1,177.15,2011-03-18,2011-03-18,0,267,1,177.15,1,1,1,111,1.0,Lost
16403,UNITED KINGDOM,1,177.5,2011-01-31,2011-01-31,0,313,1,177.5,1,1,1,111,1.0,Lost
17356,UNITED KINGDOM,1,178.22,2011-02-01,2011-02-01,0,312,1,178.22,1,1,1,111,1.0,Lost
15262,UNITED KINGDOM,1,178.95,2011-01-20,2011-01-20,0,324,1,178.95,1,1,1,111,1.0,Lost
16990,UNITED KINGDOM,1,179.0,2011-05-05,2011-05-05,0,219,1,179.0,1,1,1,111,1.0,Lost
14705,UNITED KINGDOM,1,179.0,2011-05-25,2011-05-25,0,199,1,179.0,1,1,1,111,1.0,Lost
15454,UNITED KINGDOM,1,179.1,2010-12-12,2010-12-12,0,363,1,179.1,1,1,1,111,1.0,Lost
18280,UNITED KINGDOM,1,180.6,2011-03-07,2011-03-07,0,278,1,180.6,1,1,1,111,1.0,Lost
15292,UNITED KINGDOM,1,180.94,2011-05-22,2011-05-22,0,202,1,180.94,1,1,1,111,1.0,Lost
15945,UNITED KINGDOM,1,181.0,2010-12-09,2010-12-09,0,366,1,181.0,1,1,1,111,1.0,Lost
18119,UNITED KINGDOM,1,181.12,2010-12-07,2010-12-07,0,368,1,181.12,1,1,1,111,1.0,Lost
14082,UNITED KINGDOM,1,182.25,2010-12-10,2010-12-10,0,365,1,182.25,1,1,1,111,1.0,Lost
13059,UNITED KINGDOM,1,183.4,2011-04-04,2011-04-04,0,250,1,183.4,1,1,1,111,1.0,Lost
14059,UNITED KINGDOM,1,183.6,2011-03-18,2011-03-18,0,267,1,183.6,1,1,1,111,1.0,Lost
14326,UNITED KINGDOM,1,183.85,2011-04-11,2011-04-11,0,243,1,183.85,1,1,1,111,1.0,Lost
13482,UNITED KINGDOM,1,184.64,2011-04-21,2011-04-21,0,233,1,184.64,1,1,1,111,1.0,Lost
16097,UNITED KINGDOM,1,185.05,2011-04-13,2011-04-13,0,241,1,185.05,1,1,1,111,1.0,Lost
14199,UNITED KINGDOM,1,185.4,2011-05-05,2011-05-05,0,219,1,185.4,1,1,1,111,1.0,Lost
17574,UNITED KINGDOM,1,185.65,2011-04-11,2011-04-11,0,243,1,185.65,1,1,1,111,1.0,Lost
16448,UNITED KINGDOM,1,188.89,2011-05-25,2011-05-25,0,199,1,188.89,1,1,1,111,1.0,Lost
13663,UNITED KINGDOM,1,189.47,2011-06-13,2011-06-13,0,180,1,189.47,1,1,1,111,1.0,Lost
